pdbid;chain;genus deposition date;pdb deposition date;total genus;sequence length
5jiu;C;2019-07-03;2016-04-22;0;6
4e81;C;2019-07-03;2012-03-19;0;8
2rsk;C;2019-07-03;2012-03-08;0;12
5lzv;1;2019-07-01;2016-10-02;0;15
5lzt;1;2019-07-01;2016-10-02;0;15
5juo;CC;2019-07-01;2016-05-10;0;71
5jus;AC;2019-07-01;2016-05-10;0;53
5jut;CC;2019-07-01;2016-05-10;0;71
5juu;CC;2019-07-01;2016-05-10;0;71
6hiv;UM;2019-06-30;2018-08-31;0;6
6gzx;H1;2019-06-30;2018-07-05;0;50
6hso;D;2019-06-30;2018-10-01;0;11
2kdq;A;2019-06-30;2009-01-14;0;14
2kx5;B;2019-06-30;2010-04-26;0;18
4u3u;e1;2019-06-29;2014-07-22;0;76
3j7z;a;2019-06-29;2014-08-27;0;7
3j78;62;2019-06-29;2014-05-29;0;148
4wzd;I5;2019-06-29;2014-11-19;0;63
4uer;9;2019-06-29;2014-12-18;0;71
4wt1;1B;2019-06-29;2014-10-29;0;25
4wzd;K5;2019-06-29;2014-11-19;0;45
4y7n;L;2019-06-29;2015-02-15;0;44
4wzo;I5;2019-06-29;2014-11-20;0;63
3jag;1;2019-06-29;2015-06-10;0;15
3jah;1;2019-06-29;2015-06-10;0;15
3jai;1;2019-06-29;2015-06-10;0;15
4ug0;Sf;2019-06-29;2015-03-20;0;71
5dgv;E1;2019-06-29;2015-08-28;0;71
5dge;E1;2019-06-28;2015-08-27;0;71
5xjc;x;2019-06-28;2017-04-30;0;25
5uzz;B;2019-06-28;2017-02-27;0;14
5gtc;K;2019-06-28;2016-08-19;0;11
5hkv;U;2019-06-28;2016-01-14;0;42
6eu0;I;2019-06-28;2017-10-27;0;41
6c4h;N;2019-06-27;2018-01-12;0;17
6cae;A;2019-06-27;2018-01-30;0;8
6fkr;1y;2019-06-27;2018-01-24;0;22
6ff4;S;2019-06-27;2018-01-03;0;34
6mnl;A;2019-06-27;2018-10-02;0;16
6msj;v;2019-06-27;2018-10-16;0;36
6hiv;UL;2019-06-27;2018-08-31;0;15
6hiv;UF;2019-06-27;2018-08-31;0;24
6hm5;B;2019-06-27;2018-09-12;0;7
6hre;A;2019-06-27;2018-09-26;0;77
6hrf;A;2019-06-27;2018-09-26;0;77
6hwh;E;2019-06-27;2018-10-12;0;20
6ma3;B;2019-06-27;2018-08-25;0;13
6ma4;B;2019-06-27;2018-08-25;0;14
6ma5;B;2019-06-27;2018-08-25;0;14
6mb3;E;2019-06-27;2018-08-29;0;90
6mcf;B;2019-06-27;2018-08-31;0;17
6mhg;E;2019-06-27;2018-09-17;0;90
6hep;E;2019-06-27;2018-08-20;0;23
6dkz;A;2019-06-27;2018-05-31;0;8
6dl1;A;2019-06-27;2018-05-31;0;8
6dr4;A;2019-06-27;2018-06-11;0;16
6dr6;A;2019-06-27;2018-06-11;0;16
6e5j;A;2019-06-27;2018-07-20;0;27
6ef3;s;2019-06-27;2018-08-15;0;38
6f7t;C;2019-06-27;2017-12-11;0;12
6f8f;G;2019-06-27;2017-12-13;0;10
6gz5;Bf;2019-06-27;2018-07-03;0;73
6dl0;A;2019-06-27;2018-05-31;0;8
6dky;A;2019-06-27;2018-05-31;0;8
6dr5;A;2019-06-27;2018-06-11;0;16
6ef3;n;2019-06-27;2018-08-15;0;15
6ekl;B;2019-06-27;2017-09-26;0;22
6ekj;B;2019-06-27;2017-09-26;0;22
6g0o;B;2019-06-27;2018-03-19;0;11
6gj3;C;2019-06-27;2018-05-15;0;112
6gbe;B;2019-06-27;2018-04-13;0;12
6g0s;D;2019-06-27;2018-03-19;0;10
6gzl;B;2019-06-27;2018-07-04;0;12
6ak0;A;2019-06-27;2018-08-28;0;20
6aj0;D;2019-06-27;2018-08-25;0;34
6b7g;B;2019-06-27;2017-10-04;0;33
6q3q;a;2019-06-27;2018-12-04;0;8
4u67;3;2019-06-27;2014-07-28;0;59
5oxw;E;2019-06-27;2017-09-07;0;11
5yvj;C;2019-06-27;2017-11-26;0;15
5zmq;A;2019-06-27;2018-04-05;0;38
5z5r;A;2019-06-27;2018-01-19;0;27
6o21;B;2019-06-27;2019-02-22;0;14
6q98;6;2019-06-27;2018-12-17;0;22
6qjh;A;2019-06-27;2019-01-24;0;59
6qjm;A;2019-06-27;2019-01-24;0;48
6qjq;A;2019-06-27;2019-01-24;0;28
5yvv;A;2019-06-27;2017-11-27;0;40
5yvw;A;2019-06-27;2017-11-27;0;30
5z5q;A;2019-06-27;2018-01-19;0;27
5zms;A;2019-06-27;2018-04-05;0;38
5zop;A;2019-06-27;2018-04-13;0;12
5zuj;I;2019-06-27;2018-05-07;0;12
6a33;I;2019-06-27;2018-06-14;0;11
6a60;B;2019-06-27;2018-06-25;0;8
6ad0;D;2019-06-27;2018-07-28;0;41
6n9t;E;2019-06-27;2018-12-04;0;13
6icz;U;2019-06-27;2018-09-07;0;26
6ie6;P;2019-06-27;2018-09-13;0;10
6iqg;C;2019-06-27;2018-11-08;0;13
6iqh;C;2019-06-27;2018-11-08;0;13
6iua;B;2019-06-27;2018-11-27;0;22
6ixq;B;2019-06-27;2018-12-11;0;15
6ixp;B;2019-06-27;2018-12-11;0;16
6mbj;Y;2019-06-27;2018-08-30;0;15
6mbl;Y;2019-06-27;2018-08-30;0;15
6mbk;Y;2019-06-27;2018-08-30;0;15
6mst;A;2019-06-27;2018-10-18;0;54
6mtl;C;2019-06-27;2018-10-19;0;9
6mt3;B;2019-06-27;2018-10-19;0;9
6n61;I;2019-06-27;2018-11-24;0;17
6n87;C;2019-06-27;2018-11-28;0;13
6hvc;A;2019-06-27;2018-10-10;0;8
6hvb;A;2019-06-27;2018-10-10;0;8
5fj8;L;2019-06-27;2015-10-06;0;45
6hy2;A;2019-06-27;2018-10-19;0;12
6iam;B;2019-06-27;2018-11-27;0;11
6icv;C;2019-06-27;2018-09-07;0;17
6gx9;C;2019-06-27;2018-06-26;0;9
6h41;B;2019-06-27;2018-07-20;0;18
6h7b;B;2019-06-27;2018-07-31;0;12
6hol;C;2019-06-27;2018-09-17;0;10
5zys;B;2019-06-27;2018-05-28;0;10
6bvu;A;2019-06-27;2017-12-13;0;14
6ct7;S;2019-06-27;2018-03-22;0;10
6cxg;A;2019-06-27;2018-04-03;0;16
6czo;B;2019-06-27;2018-04-09;0;47
6di8;A;2019-06-27;2018-05-23;0;13
6do1;G;2019-06-27;2018-06-08;0;7
6dso;A;2019-06-27;2018-06-14;0;69
6dsz;C;2019-06-27;2018-06-14;0;19
6e5m;I;2019-06-27;2018-07-20;0;9
6f4v;G;2019-06-27;2017-11-30;0;35
6fhh;Y;2019-06-27;2018-01-14;0;10
6fzq;P;2019-06-27;2018-03-15;0;6
6fzr;P;2019-06-27;2018-03-15;0;6
6a5q;D;2019-06-27;2018-06-25;0;12
6bvw;A;2019-06-27;2017-12-14;0;14
6bvx;A;2019-06-27;2017-12-14;0;14
5a8l;D;2019-06-27;2015-07-16;0;21
6cnl;M;2019-06-27;2018-03-08;0;11
6crp;D;2019-06-27;2018-03-19;0;18
6d2u;A;2019-06-27;2018-04-13;0;13
6eat;I;2019-06-27;2018-08-03;0;9
6fjt;I;2019-06-27;2018-01-23;0;11
6fhi;X;2019-06-27;2018-01-14;0;19
6g3j;C;2019-06-27;2018-03-26;0;10
6rbe;O;2019-06-27;2019-04-10;0;18
5z26;A;2019-06-27;2017-12-29;0;18
5yw1;A;2019-06-27;2017-11-28;0;37
6rk9;C;2019-06-27;2019-04-30;0;16
6rtb;A;2019-06-27;2019-05-22;0;85
6s07;C;2019-06-27;2019-06-14;0;16
6qkf;A;2019-06-27;2019-01-29;0;18
6om0;y;2019-06-27;2019-04-17;0;26
6o7g;A;2019-06-27;2019-03-07;0;8
6j60;A;2019-06-27;2019-01-12;0;9
6jx3;A;2019-06-27;2019-04-22;0;18
6nd4;l;2019-06-27;2018-12-13;0;25
6n3b;A;2019-06-27;2018-11-14;0;36
6nfj;C;2019-06-27;2018-12-20;0;23
6nu2;m;2019-06-27;2019-01-30;0;45
6nk1;C;2019-06-27;2019-01-04;0;13
6nwp;A;2019-06-27;2019-02-07;0;75
6j54;d;2019-06-27;2019-01-10;0;24
6j5a;d;2019-06-27;2019-01-10;0;24
6n37;A;2019-06-27;2018-11-14;0;36
6n3a;A;2019-06-27;2018-11-14;0;50
6jpw;A;2019-06-27;2019-03-28;0;38
6n3c;A;2019-06-27;2018-11-14;0;32
6njz;C;2019-06-27;2019-01-04;0;10
6nwq;A;2019-06-27;2019-02-07;0;75
6nu4;A;2019-06-27;2019-01-30;0;56
6d08;C;2019-06-27;2018-04-10;0;8
6d3o;C;2019-06-27;2018-04-16;0;15
5wsg;J;2019-06-26;2016-12-07;0;27
5u4j;c;2019-06-26;2016-12-04;0;21
5j1o;A;2019-06-26;2016-03-29;0;14
5j0m;A;2019-06-26;2016-03-28;0;14
5j2w;A;2019-06-26;2016-03-30;0;14
5iyc;L;2019-06-26;2016-03-24;0;46
5iy8;L;2019-06-26;2016-03-24;0;46
5haw;K;2019-06-26;2015-12-31;0;8
5lj3;P;2019-06-26;2016-07-17;0;36
5sva;k;2019-06-26;2016-08-05;0;25
5lj5;P;2019-06-26;2016-07-17;0;36
5k58;K;2019-06-26;2016-05-23;0;8
5jpq;1;2019-06-26;2016-05-04;0;47
5gmk;J;2019-06-26;2016-07-14;0;27
5gm6;X;2019-06-26;2016-07-12;0;27
5eg6;R;2019-06-26;2015-10-26;0;16
5njt;u;2019-06-26;2017-03-29;0;58
5xfq;E;2019-06-26;2017-04-11;0;7
5hl7;U;2019-06-26;2016-01-14;0;42
6qnq;1B;2019-06-26;2019-02-11;0;25
5w4k;A;2019-06-26;2017-06-12;0;15
5h1s;a;2019-06-26;2016-10-11;0;38
6nsx;B;2019-06-26;2019-01-25;0;6
6o3y;D;2019-06-26;2019-02-27;0;7
6o8c;D;2019-06-26;2019-03-09;0;14
6oay;P;2019-06-26;2019-03-18;0;26
6m90;C;2019-06-26;2018-08-22;0;10
6m93;C;2019-06-26;2018-08-22;0;11
6m91;C;2019-06-26;2018-08-22;0;10
6j6g;J;2019-06-26;2019-01-15;0;27
6myd;B;2019-06-26;2018-11-01;0;8
6nhg;I;2019-06-26;2018-12-21;0;51
6nk0;C;2019-06-26;2019-01-04;0;10
6nk2;C;2019-06-26;2019-01-04;0;13
6nkp;C;2019-06-26;2019-01-07;0;11
6dn5;B;2019-06-25;2018-06-06;0;6
6dn8;B;2019-06-25;2018-06-06;0;6
6dzb;A;2019-06-25;2018-07-03;0;16
6dze;A;2019-06-25;2018-07-03;0;16
6gbw;I;2019-06-25;2018-04-16;0;11
6gvl;B;2019-06-25;2018-06-21;0;23
6gvk;B;2019-06-25;2018-06-21;0;24
6hy0;C;2019-06-25;2018-10-18;0;39
6hgi;B;2019-06-25;2018-08-23;0;35
6ilm;D;2019-06-25;2018-10-19;0;68
6dca;P;2019-06-25;2018-05-04;0;6
6dn7;B;2019-06-25;2018-06-06;0;6
6dza;A;2019-06-25;2018-07-03;0;16
6dzc;A;2019-06-25;2018-07-03;0;16
6dz9;A;2019-06-25;2018-07-03;0;14
6g8i;P;2019-06-25;2018-04-09;0;9
6hbg;D;2019-06-25;2018-08-10;0;38
6h8c;B;2019-06-25;2018-08-02;0;19
6hgf;B;2019-06-25;2018-08-23;0;34
5zqg;C;2019-06-25;2018-04-18;0;7
5zgd;A;2019-06-25;2018-03-08;0;9
5zgc;G;2019-06-25;2018-03-08;0;11
5zvf;A;2019-06-25;2018-05-10;0;13
6az1;f;2019-06-25;2017-09-09;0;64
6gxm;4;2019-06-25;2018-06-27;0;38
5zlu;CC;2019-06-25;2018-03-29;0;32
5yzg;x;2019-06-25;2017-12-14;0;25
5ylz;R;2019-06-25;2017-10-20;0;27
5j28;C;2019-06-24;2016-03-29;0;33
5j31;C;2019-06-24;2016-03-30;0;10
3tzx;C;2019-06-24;2011-09-28;0;12
3tzy;C;2019-06-24;2011-09-28;0;10
3u1j;A;2019-06-24;2011-09-30;0;20
3tzz;C;2019-06-24;2011-09-28;0;10
3s9c;B;2019-06-24;2011-06-01;0;7
3sw9;P;2019-06-24;2011-07-13;0;5
3s1t;C;2019-06-24;2011-05-16;0;11
5vzj;L;2019-06-23;2017-05-28;0;29
6g51;c;2019-06-23;2018-03-28;0;61
6g53;c;2019-06-23;2018-03-28;0;61
6h0b;F;2019-06-23;2018-07-08;0;15
6gzj;B;2019-06-23;2018-07-04;0;10
5xxf;E;2019-06-23;2017-07-03;0;17
5xwr;C;2019-06-23;2017-06-30;0;12
6dec;Q;2019-06-23;2018-05-11;0;6
6erf;Q;2019-06-23;2017-10-18;0;12
6b9l;E;2019-06-22;2017-10-10;0;10
5tx1;1;2019-06-22;2016-11-15;0;31
5nct;C;2019-06-22;2017-03-06;0;36
5ncu;B;2019-06-22;2017-03-06;0;33
5nd0;C;2019-06-22;2017-03-07;0;7
5svy;B;2019-06-22;2016-08-08;0;11
5ney;E;2019-06-22;2017-03-13;0;11
5zob;A;2019-06-22;2018-04-12;0;39
5ojo;C;2019-06-22;2017-07-22;0;7
5mv4;E;2019-06-22;2017-01-15;0;11
5mv3;E;2019-06-22;2017-01-15;0;11
5mt6;B;2019-06-22;2017-01-06;0;5
5muu;C;2019-06-22;2017-01-14;0;39
5myx;E;2019-06-22;2017-01-30;0;12
5n14;A;2019-06-22;2017-02-05;0;25
5n1w;C;2019-06-22;2017-02-06;0;6
5n8a;X;2019-06-22;2017-02-23;0;9
5n7u;B;2019-06-22;2017-02-21;0;13
5nc7;I;2019-06-22;2017-03-03;0;10
5m5t;E;2019-06-22;2016-10-22;0;7
5m9u;A;2019-06-22;2016-11-02;0;21
5mf8;A;2019-06-22;2016-11-17;0;9
5moc;P;2019-06-22;2016-12-14;0;12
5mp1;A;2019-06-22;2016-12-15;0;7
5mp3;C;2019-06-22;2016-12-15;0;9
5mu0;Q;2019-06-22;2017-01-11;0;10
5m61;E;2019-06-22;2016-10-23;0;9
5mfh;E;2019-06-22;2016-11-18;0;8
5mf3;A;2019-06-22;2016-11-17;0;9
5mfg;E;2019-06-22;2016-11-18;0;10
5mjt;D;2019-06-22;2016-12-01;0;11
5mo3;A;2019-06-22;2016-12-13;0;8
5mls;D;2019-06-22;2016-12-07;0;11
5l6n;I;2019-06-22;2016-05-30;0;24
5ldw;r;2019-06-22;2016-06-28;0;87
5ldx;r;2019-06-22;2016-06-28;0;87
5lm1;B;2019-06-22;2016-07-28;0;10
5lxi;C;2019-06-22;2016-09-21;0;10
5m32;r;2019-06-22;2016-10-14;0;13
5m37;C;2019-06-22;2016-10-14;0;17
5m5s;E;2019-06-22;2016-10-22;0;7
5lc5;r;2019-06-22;2016-06-19;0;87
5lgr;E;2019-06-22;2016-07-08;0;11
5lgp;E;2019-06-22;2016-07-08;0;11
5ljn;C;2019-06-22;2016-07-18;0;8
5lmx;D;2019-06-22;2016-08-02;0;18
5lpd;I;2019-06-22;2016-08-12;0;11
5lwg;D;2019-06-22;2016-09-16;0;57
5lvf;B;2019-06-22;2016-09-14;0;16
5lxh;E;2019-06-22;2016-09-21;0;10
5ly1;E;2019-06-22;2016-09-23;0;12
5m36;C;2019-06-22;2016-10-14;0;19
5kmx;U;2019-06-22;2016-06-27;0;14
5klv;I;2019-06-22;2016-06-25;0;51
5kwn;U;2019-06-22;2016-07-18;0;9
5kx2;A;2019-06-22;2016-07-19;0;17
5kzt;C;2019-06-22;2016-07-25;0;6
5kj3;A;2019-06-22;2016-06-17;0;22
5knm;N;2019-06-22;2016-06-28;0;6
5ks9;I;2019-06-22;2016-07-08;0;16
5l34;A;2019-06-22;2016-08-03;0;7
5jek;C;2019-06-22;2016-04-18;0;14
5jfd;I;2019-06-22;2016-04-19;0;11
5jin;F;2019-06-22;2016-04-22;0;8
5jj0;F;2019-06-22;2016-04-22;0;8
5jm1;B;2019-06-22;2016-04-28;0;15
5jm4;D;2019-06-22;2016-04-28;0;10
5jr2;E;2019-06-22;2016-05-05;0;11
5jtc;B;2019-06-22;2016-05-09;0;18
5jto;E;2019-06-22;2016-05-09;0;40
5jtr;E;2019-06-22;2016-05-09;0;40
5jtp;E;2019-06-22;2016-05-09;0;22
5jwp;B;2019-06-22;2016-05-12;0;13
5jtm;E;2019-06-22;2016-05-09;0;25
5jzi;C;2019-06-22;2016-05-16;0;10
5jzz;B;2019-06-22;2016-05-17;0;16
5k5g;A;2019-06-22;2016-05-23;0;21
5k6s;B;2019-06-22;2016-05-25;0;11
6iso;C;2019-06-22;2018-11-17;0;7
5kd7;E;2019-06-22;2016-06-07;0;9
5kjg;A;2019-06-22;2016-06-19;0;22
5kk3;A;2019-06-22;2016-06-20;0;32
5j9k;C;2019-06-22;2016-04-10;0;9
5ja5;B;2019-06-22;2016-04-12;0;7
5j6z;A;2019-06-22;2016-04-05;0;30
5ix1;P;2019-06-22;2016-03-23;0;9
5ivx;P;2019-06-22;2016-03-21;0;10
5j4t;B;2019-06-22;2016-04-01;0;16
5j4x;B;2019-06-22;2016-04-01;0;16
5iv2;E;2019-06-22;2016-03-18;0;12
5j50;B;2019-06-22;2016-04-01;0;16
5ixq;B;2019-06-22;2016-03-23;0;12
5ixt;B;2019-06-22;2016-03-23;0;12
5izu;B;2019-06-22;2016-03-26;0;15
5j51;B;2019-06-22;2016-04-01;0;15
5inz;A;2019-06-22;2016-03-08;0;18
5iqm;B;2019-06-22;2016-03-11;0;15
5ir1;E;2019-06-22;2016-03-11;0;12
5ivz;E;2019-06-22;2016-03-21;0;12
5iiw;A;2019-06-22;2016-03-01;0;11
5ii0;D;2019-06-22;2016-03-01;0;11
5i6a;A;2019-06-22;2016-02-16;0;10
5id1;E;2019-06-22;2016-02-23;0;11
5icx;E;2019-06-22;2016-02-23;0;11
5h10;D;2019-06-22;2016-10-07;0;6
5h1h;A;2019-06-22;2016-10-10;0;16
5i22;B;2019-06-22;2016-02-04;0;17
5hyc;C;2019-06-22;2016-02-01;0;29
5hyq;E;2019-06-22;2016-02-01;0;11
5hu3;B;2019-06-22;2016-01-27;0;16
5hox;A;2019-06-22;2016-01-19;0;21
5h43;C;2019-06-22;2016-10-28;0;15
5hb0;E;2019-06-22;2015-12-31;0;17
5hky;B;2019-06-22;2016-01-14;0;22
5gpn;I;2019-06-22;2016-08-03;0;33
5gsv;C;2019-06-22;2016-08-17;0;10
5gwg;A;2019-06-22;2016-09-11;0;31
5h0u;B;2019-06-22;2016-10-07;0;6
5h1i;A;2019-06-22;2016-10-10;0;18
5fg8;B;2019-06-22;2015-12-20;0;15
4ym4;B;2019-06-21;2015-03-06;0;12
4v9g;AB;2019-06-21;2013-02-21;0;57
4v46;B0;2019-06-21;2003-03-23;0;25
4cgw;C;2019-06-19;2013-11-26;0;7
4cgu;C;2019-06-19;2013-11-26;0;7
8api;B;2019-06-18;1988-09-08;0;36
8gch;E;2019-06-18;1991-03-27;0;10
7api;B;2019-06-18;1988-09-08;0;36
7gch;E;2019-06-18;1990-04-06;0;10
7ins;G;2019-06-18;1991-09-03;0;16
6mew;B;2019-06-18;2018-09-07;0;13
6mdp;H;2019-06-18;2018-09-04;0;17
6mdo;H;2019-06-18;2018-09-04;0;17
6hpg;a;2019-06-18;2018-09-20;0;8
6hbo;B;2019-06-18;2018-08-11;0;9
6h6a;E;2019-06-18;2018-07-26;0;6
6h6b;A;2019-06-18;2018-07-26;0;58
6h06;G;2019-06-18;2018-07-06;0;8
6h0e;G;2019-06-18;2018-07-09;0;10
6gy5;U;2019-06-18;2018-06-28;0;11
6gfx;D;2019-06-18;2018-05-02;0;16
6gik;A;2019-06-18;2018-05-12;0;13
6gh4;P;2019-06-18;2018-05-04;0;9
6gl1;P;2019-06-18;2018-05-22;0;9
6gch;E;2019-06-17;1990-04-06;0;10
6fkq;B;2019-06-17;2018-01-24;0;19
6fnz;E;2019-06-17;2018-02-05;0;6
6fo0;I;2019-06-17;2018-02-05;0;17
6flg;C;2019-06-17;2018-01-25;0;7
6fo2;I;2019-06-17;2018-02-05;0;16
6fbk;P;2019-06-17;2017-12-19;0;17
6fgp;A;2019-06-17;2018-01-11;0;27
6fav;D;2019-06-17;2017-12-18;0;6
6fdt;B;2019-06-17;2017-12-26;0;9
6f2r;1;2019-06-17;2017-11-27;0;5
6f2r;N;2019-06-17;2017-11-27;0;7
6f3v;A;2019-06-17;2017-11-29;0;9
6f3y;A;2019-06-17;2017-11-29;0;9
6f27;A;2019-06-17;2017-11-23;0;9
6f2r;M;2019-06-17;2017-11-27;0;10
6e8r;C;2019-06-17;2018-07-31;0;20
6e86;A;2019-06-17;2018-07-27;0;8
6e83;A;2019-06-17;2018-07-27;0;12
6dcw;T;2019-06-17;2018-05-08;0;9
6db5;P;2019-06-17;2018-05-02;0;14
6db6;P;2019-06-17;2018-05-02;0;14
6db7;P;2019-06-17;2018-05-02;0;13
6cvj;D;2019-06-17;2018-03-28;0;12
6d11;E;2019-06-17;2018-04-11;0;19
6d29;C;2019-06-17;2018-04-13;0;10
6d01;I;2019-06-17;2018-04-09;0;19
6d84;L;2019-06-17;2018-04-25;0;10
6cu7;A;2019-06-17;2018-03-23;0;60
6cu8;A;2019-06-17;2018-03-23;0;41
6d0x;C;2019-06-17;2018-04-11;0;11
6d2b;C;2019-06-17;2018-04-13;0;11
6cf6;C;2019-06-17;2018-02-13;0;12
6cg4;A;2019-06-17;2018-02-19;0;16
6cha;A;2019-06-17;1987-02-06;0;8
6cg3;A;2019-06-17;2018-02-19;0;16
6cgw;A;2019-06-17;2018-02-21;0;29
6cli;A;2019-06-17;2018-03-02;0;7
6cld;A;2019-06-17;2018-03-02;0;7
6cle;A;2019-06-17;2018-03-02;0;7
6clf;A;2019-06-17;2018-03-02;0;7
6clg;A;2019-06-17;2018-03-02;0;7
6clh;A;2019-06-17;2018-03-02;0;7
6cll;A;2019-06-17;2018-03-02;0;7
6clj;A;2019-06-17;2018-03-02;0;7
6clp;A;2019-06-17;2018-03-02;0;7
6clo;A;2019-06-17;2018-03-02;0;7
6cls;A;2019-06-17;2018-03-02;0;7
6clt;A;2019-06-17;2018-03-02;0;7
6cql;C;2019-06-17;2018-03-15;0;13
6cqn;C;2019-06-17;2018-03-15;0;13
6bzd;G;2019-06-17;2017-12-22;0;11
6cbp;P;2019-06-17;2018-02-03;0;30
6cej;A;2019-06-17;2018-02-12;0;14
6cg5;A;2019-06-17;2018-02-19;0;16
6cix;B;2019-06-17;2018-02-25;0;14
6clc;A;2019-06-17;2018-03-02;0;7
6clm;A;2019-06-17;2018-03-02;0;7
6clk;A;2019-06-17;2018-03-02;0;7
6clr;A;2019-06-17;2018-03-02;0;7
6cln;A;2019-06-17;2018-03-02;0;7
6clq;A;2019-06-17;2018-03-02;0;7
6coq;A;2019-06-17;2018-03-12;0;17
6cpl;C;2019-06-17;2018-03-13;0;16
6cos;A;2019-06-17;2018-03-12;0;17
6cqj;C;2019-06-17;2018-03-15;0;13
6cqq;C;2019-06-17;2018-03-16;0;13
6cqr;C;2019-06-17;2018-03-16;0;13
6c4u;G;2019-06-17;2018-01-12;0;8
6cbi;H;2019-06-17;2018-02-03;0;11
6cdm;C;2019-06-17;2018-02-08;0;6
6bvv;B;2019-06-17;2017-12-13;0;24
6bxq;A;2019-06-17;2017-12-18;0;10
6bxv;A;2019-06-17;2017-12-19;0;8
6byl;G;2019-06-17;2017-12-20;0;13
6bvy;A;2019-06-17;2017-12-14;0;14
6byk;G;2019-06-17;2017-12-20;0;9
6bwz;A;2019-06-17;2017-12-15;0;6
6bra;S;2019-06-17;2017-11-30;0;8
6bvb;H;2019-06-17;2017-12-12;0;14
6bwa;B;2019-06-17;2017-12-14;0;26
6bwb;B;2019-06-17;2017-12-14;0;26
6axi;A;2019-06-17;2017-09-06;0;8
6azf;A;2019-06-17;2017-09-11;0;6
6azl;E;2019-06-17;2017-09-11;0;10
6axk;E;2019-06-17;2017-09-07;0;11
6axl;G;2019-06-17;2017-09-07;0;12
6b5n;A;2019-06-17;2017-09-29;0;11
6b5o;A;2019-06-17;2017-09-29;0;9
6b5s;A;2019-06-17;2017-09-29;0;13
6b9m;D;2019-06-17;2017-10-10;0;17
6beq;A;2019-06-17;2017-10-25;0;10
6beo;A;2019-06-17;2017-10-25;0;7
6bgh;B;2019-06-17;2017-10-28;0;12
6bhi;B;2019-06-17;2017-10-30;0;8
6biv;C;2019-06-17;2017-11-03;0;13
6ayn;E;2019-06-17;2017-09-08;0;10
6azg;A;2019-06-17;2017-09-11;0;6
6azk;E;2019-06-17;2017-09-11;0;10
6axp;E;2019-06-17;2017-09-07;0;10
6b1t;U;2019-06-17;2017-09-18;0;29
6b34;A;2019-06-17;2017-09-20;0;8
6b35;A;2019-06-17;2017-09-20;0;8
6b3q;a;2019-06-17;2017-09-22;0;84
6b5l;A;2019-06-17;2017-09-29;0;10
6b5m;A;2019-06-17;2017-09-29;0;13
6b5p;A;2019-06-17;2017-09-29;0;11
6b70;a;2019-06-17;2017-10-03;0;21
6b9k;A;2019-06-17;2017-10-10;0;10
6bet;A;2019-06-17;2017-10-25;0;12
6be7;A;2019-06-17;2017-10-24;0;7
6bhe;B;2019-06-17;2017-10-30;0;12
6bhh;B;2019-06-17;2017-10-30;0;9
6bhd;B;2019-06-17;2017-10-30;0;12
6bhg;B;2019-06-17;2017-10-30;0;9
6bix;C;2019-06-17;2017-11-03;0;13
6bil;C;2019-06-17;2017-11-02;0;13
6bir;C;2019-06-17;2017-11-02;0;13
6aif;B;2019-06-17;2018-08-23;0;8
6amu;C;2019-06-17;2017-08-11;0;10
5zvw;B;2019-06-17;2018-05-13;0;6
6a6b;A;2019-06-17;2018-06-27;0;63
6au5;E;2019-06-17;2017-08-30;0;10
6avg;P;2019-06-17;2017-09-02;0;13
6ay9;B;2019-06-17;2017-09-07;0;12
5yof;A;2019-06-17;2017-10-27;0;39
5yod;A;2019-06-17;2017-10-27;0;38
5yqg;E;2019-06-17;2017-11-06;0;26
5z12;H;2019-06-17;2017-12-23;0;6
5znr;P;2019-06-17;2018-04-10;0;16
5y5a;B;2019-06-17;2017-08-08;0;26
5yax;C;2019-06-17;2017-09-02;0;8
5yd3;B;2019-06-17;2017-09-11;0;8
5ye3;C;2019-06-17;2017-09-15;0;9
5yi8;B;2019-06-17;2017-10-03;0;29
5y91;C;2019-06-17;2017-08-22;0;9
5y7w;C;2019-06-17;2017-08-18;0;15
5yco;E;2019-06-17;2017-09-07;0;8
5yd4;B;2019-06-17;2017-09-11;0;8
5yd5;B;2019-06-17;2017-09-11;0;8
5yi7;B;2019-06-17;2017-10-03;0;26
5xoa;A;2019-06-17;2017-05-27;0;21
5xo3;A;2019-06-17;2017-05-26;0;21
5xov;C;2019-06-17;2017-05-31;0;10
5xs3;C;2019-06-17;2017-06-12;0;9
5y2d;F;2019-06-17;2017-07-25;0;11
5xm4;A;2019-06-17;2017-05-12;0;17
5xn3;B;2019-06-17;2017-05-17;0;8
5xok;A;2019-06-17;2017-05-29;0;21
5xoq;C;2019-06-17;2017-05-30;0;8
5xrx;A;2019-06-17;2017-06-10;0;17
5xtb;W;2019-06-17;2017-06-18;0;22
5y21;C;2019-06-17;2017-07-22;0;12
5v1y;E;2019-06-17;2017-03-02;0;14
5vb9;C;2019-06-17;2017-03-28;0;15
5vnb;K;2019-06-17;2017-04-29;0;10
5vud;C;2019-06-17;2017-05-19;0;9
5vtb;B;2019-06-17;2017-05-16;0;14
5vwk;E;2019-06-17;2017-05-22;0;8
5wez;B;2019-06-17;2017-07-11;0;41
5uw3;E;2019-06-17;2017-02-20;0;6
5vav;A;2019-06-17;2017-03-28;0;14
5vf3;z;2019-06-17;2017-04-06;0;15
5vie;B;2019-06-17;2017-04-15;0;12
